label_class,text,randnum
概念,你好，麻烦问一下如何理解故意伤害罪的概念是什么,0.216758011
法律条文,盗窃、侮辱尸体罪对应的法律规定有哪些,0.216808597
概念,虐待部属罪解释,0.216939411
量刑标准,犯了强奸罪怎么处罚?,0.217089004
量刑标准,犯了协助组织卖淫罪既遂怎么判刑?,0.217666937
其它,判三次拘役是不是累犯,0.218045997
量刑标准,走私贵重金属罪判刑处罚标准是什么,0.218675672
其它,请问告诉才处理的犯罪案件包括什么,0.219101432
量刑标准,构成走私淫秽物品罪会怎样追究责任,0.219351277
其它,偷手机累犯被抓如何判,0.219513701
概念,冒昧问一下解释一下打击报复会计、统计人员罪解释,0.219937483
量刑标准,犯了非法持有弹药罪怎么量刑处罚?,0.220529796
其它,贿赂能否构成共同犯罪,0.220613066
其它,因吸毒拘留可以保释吗,0.22068988
量刑标准,请问分裂国家罪怎么判刑,0.220722828
量刑标准,2023刑法容留卖淫罪的量刑标准,0.220812234
量刑标准,构成爆炸罪怎么判刑?,0.220923883
其它,醉驾肇事拘役可不可以申请监外执行,0.221459894
其它,附加刑中没收财产的适用方式是什么,0.2226081
其它,非吸案不报案能赔偿吗,0.222672174
特征,请问战时窝藏逃离部队军人罪的四要件是什么,0.222923121
其它,包工头跑了算诈骗罪吗,0.223631823
特征,你好关于抢劫罪的主体要件是怎样的,0.226995172
特征,逃避追缴欠税罪有哪些特征,0.227080552
特征,诉讼代理人伪造证据罪由哪些构成?,0.227329421
量刑标准,非法批准征用、占用土地罪的量刑?,0.227397344
量刑标准,中国刑法走私废物罪既遂怎么量刑?,0.228352874
特征,满足什么要件构成领导恐怖组织罪?,0.228409687
其它,盗窃罪怎么才能不判刑,0.228417463
特征,环境监管失职罪的特征是什么,0.229697793
特征,怎么样才构成资敌罪?,0.230569779
其它,"取保候审期算羁押期吗,有哪些规定",0.230797195
其它,挪用五千块钱算犯罪吗,0.231139595
量刑标准,中国对非法制造弹药罪的判刑标准?,0.231163651
法律条文,暴力取证罪立案标准?,0.231455954
其它,父亲有犯罪记录，女儿能考空姐吗？,0.231561123
法律条文,您好拒不救援友邻部队罪有哪些法律依据,0.232176881
法律条文,河南省诈骗案立案标准,0.232224697
从属,你好，麻烦问一下滥用管理公司、证券职权罪的上级罪名是什么,0.232627202
量刑标准,刑法强制猥亵、侮辱罪的判罪标准?,0.232972386
特征,问一下伪造、变造、转让金融机构经营许可证、批准文件罪有哪些特征,0.233224413
特征,"非法拘禁罪的客体,法律怎么规定的",0.233261501
其它,网赌输了好多钱怎么办,0.233587242
量刑标准,盗窃遗忘物构成盗窃罪应当如何判刑,0.235271919
特征,请问非法采集、供应血液、制作、供应血液制品罪的构成要件是什么,0.235387694
从属,请问过失损坏电力设备罪是哪个类别的罪名,0.23542248
其它,"犯侵占罪严重吗?,法律怎么规定的",0.235437464
其它,交通肇事致人死亡逃逸是否终身禁驾,0.235659341
量刑标准,引诱、容留、介绍卖淫罪怎么判刑?,0.236784234
其它,办银行卡显示涉嫌诈骗,0.236796497
量刑标准,一般非法买卖枪支罪是怎么判刑的?,0.237206437
量刑标准,利用迷信致人重伤罪既遂量刑指南?,0.237963515
量刑标准,销售有害食品罪既遂最多判多少年?,0.239086669
量刑标准,犯了伪造身份证件罪怎么量刑处罚?,0.239114908
法律条文,走私普通货物物品罪立案标准是什么,0.239349586
量刑标准,你好走私核材料罪的处罚标准是什么,0.241065134
量刑标准,不报、谎报安全事故罪既遂的处罚?,0.242225747
法律条文,打扰问一下交通肇事罪的法律条文是什么,0.242745837
量刑标准,中国刑法非法运输枪支罪怎么量刑?,0.245122468
量刑标准,吸收客户资金不入账罪既遂的量刑?,0.245140849
法律条文,挪用公款罪立案标准?,0.245247029
其它,怎么处罚赌资二十多万,0.245751597
量刑标准,你好煽动民族仇恨、民族歧视罪怎么处罚,0.246389473
其它,电信诈骗属于什么犯罪,0.246700701
其它,故意杀人多久会判死刑,0.247115839
其它,网络诈骗20算犯法吗,0.247480401
量刑标准,走私文物罪怎么量刑?,0.247999667
其它,过失犯罪是如何构成的,0.24880386
从属,您好伪造、变造股票、公司、企业债券罪的一级罪名是,0.250268957
其它,遇到网络诈骗该怎么办,0.251070989
从属,非法持有、私藏枪支、弹药罪的一级罪名是,0.251209887
量刑标准,聚众持械劫狱罪既遂判刑最新规定?,0.25123345
量刑标准,中国对战时造谣惑众罪的处罚标准?,0.253110515
其它,检察院提审后多久释放,0.254510051
特征,你好，麻烦问一下故意提供不合格武器装备、军事设施罪有什么特征,0.254795977
特征,过失决水罪如何构成的,0.255586137
其它,被传销骗了钱能追回吗,0.255652264
量刑标准,为境外非法提供情报罪一般判几年?,0.255931181
特征,背信运用受托财产罪是如何构成的?,0.256655549
从属,包庇毒品犯罪分子罪是什么类型的罪名,0.256737595
量刑标准,一般战时自伤罪既遂是怎么判刑的?,0.257852334
概念,想了解暴力取证罪的概念,0.257857275
量刑标准,组织卖淫罪的处罚标准,0.257861148
法律条文,妨害动植物防疫罪刑事责任怎样追究,0.258599775
量刑标准,"敲诈勒索罪是要怎么判,怎么规定的",0.258655931
量刑标准,构成煽动分裂国家罪一般会怎么判?,0.258811367
概念,冒昧问一下可以问一下非法生产、买卖军用标志罪是什么意思？,0.259010247
量刑标准,不养父母法院怎么判刑,0.260294446
量刑标准,走私淫秽物品罪量刑标准是怎么样的,0.260449994
量刑标准,新刑法间谍罪怎么判?,0.260856372
特征,你好组织他人偷越国（边）境罪怎么认定,0.26151366
其它,判刑七个月会送监狱吗,0.261558594
法律条文,对违法票据承兑罪刑事责任怎么追究,0.262680794
量刑标准,过失犯罪的定罪与量刑有哪些规定,0.26335122
法律条文,网络诈骗会被判刑吗？,0.265431202
其它,打架进派出所怎么保释,0.265574927
特征,"诈骗案如何认定,法律上有哪些规定",0.26559111
量刑标准,购买假币罪怎么处罚?,0.26580684
概念,请问解释解释强迫卖淫罪是什么意思？,0.265942528
特征,生产、销售假药罪的四要件是哪些?,0.265997436
量刑标准,私分国有资产罪既遂具体量刑标准?,0.266377072
量刑标准,故意杀人罪最少判几年,0.266591311
特征,非法组织卖血罪的构成要件有哪些?,0.267132504
特征,怎样认定员工职务侵占,0.267332949
量刑标准,聚众持械劫狱罪既遂判刑标准细分?,0.267421539
特征,战时拒绝服役罪的犯罪构成有哪些?,0.267900367
量刑标准,强制猥亵、侮辱罪既遂最少判几年?,0.268271107
法律条文,问一下引诱未成年人聚众淫乱罪有哪些法律依据,0.269798352
法律条文,挪用资金多大数额犯罪,0.269985258
量刑标准,非法运输弹药罪既遂最多判多少年?,0.270469857
法律条文,盗窃尸体罪可以追究什么刑事责任?,0.271270307
量刑标准,构成侵犯商业秘密罪既遂怎么判刑?,0.271809879
法律条文,为亲友非法牟利罪的法律依据是什么,0.272018315
量刑标准,以危险方法危害公共安全罪判几年?,0.272350003
量刑标准,污染环境罪判刑标准是如何规定的?,0.272598807
概念,募集配套资金什么意思,0.273853622
特征,冒昧问一下走私废物罪的要件是什么,0.273874944
特征,你好，麻烦问一下破坏交通工具罪如何认定,0.275098746
其它,敲诈勒索属于什么案件,0.275130947
量刑标准,四年前的故意伤害他人罪怎么判刑？,0.276388332
法律条文,问一下票据诈骗罪有哪些法律条文,0.276388458
量刑标准,变造金融票证罪既遂判刑最新规定?,0.27681436
量刑标准,故意毁坏财物罪的处罚标准是什么?,0.276956988
其它,看别人打架算帮凶吗？,0.277840726
特征,出售国有资产罪的成立条件是什么?,0.2784088
其它,共同犯罪各自处罚原则,0.278719311
量刑标准,中国对组织恐怖组织罪的判刑标准?,0.279011826
其它,杀人偿命还有没有赔偿,0.279684464
量刑标准,煽动分裂国家罪量刑最新法律规定?,0.280186183
特征,伪造企业印章罪的犯罪构成是什么?,0.280224541
量刑标准,索债型非法拘禁判几年,0.280608827
特征,帮助毁灭、伪造证据罪的特征是什么,0.2811246
量刑标准,非法买卖土地使用罪既遂如何判刑?,0.281240041
量刑标准,请问醉驾酒驾处罚标准是怎么规定的,0.282504109
法律条文,你好伪造、倒卖伪造的有价票证罪有什么法律依据,0.283009432
特征,"非法传销是如何判定的,怎么规定的",0.283446732
量刑标准,执行判决失职罪既遂怎么处罚量刑?,0.284681019
概念,请教一下可以问一下煽动暴力抗拒法律实施罪是啥意思,0.285588967
其它,我起诉在押如犯人，我能见到犯人吗,0.286324558
量刑标准,非法运输危险物质罪既遂怎么判刑?,0.288557985
量刑标准,"微信招嫖会判刑吗,法律怎么规定的",0.2888919
量刑标准,非法出卖武器装备罪量刑标准细分?,0.290482133
特征,非法转让、倒卖土地使用权罪的构成要件是什么,0.291398522
特征,构成过失致人重伤罪的条件有哪些?,0.291854897
量刑标准,组织卖淫嫖娼怎么判刑,0.292151735
量刑标准,非法集资员工会坐牢吗,0.292707549
其它,什么时候可以申请假释,0.292953159
从属,生产、销售劣药罪属于哪种罪名,0.29312779
其它,缓刑考验期是如何计算,0.293675863
法律条文,销售伪劣农药罪的刑事责任是什么?,0.293758867
特征,枉法仲裁罪有什么特征,0.294500186
量刑标准,中国新刑法妨害动物防疫罪判几年?,0.296076345
概念,冒昧问一下解释解释隐匿、故意销毁会计凭证、会计账簿、财务会计报告罪介绍,0.296487165
量刑标准,请问一下交通肇事罪量刑标准的规定,0.297411638
法律条文,湖南省盗窃罪立案标准,0.297688379
量刑标准,"敲诈勒索判多久,法律是如何规定的",0.29846278
法律条文,宁夏敲诈勒索立案标准,0.298925602
量刑标准,非法批准征用土地罪既遂量刑幅度?,0.299413008
法律条文,爆炸罪立案标准是什么,0.299910668
量刑标准,违法发放贷款罪既遂量刑标准细分?,0.300079773
其它,"累犯可以保外就医吗？,有哪些规定",0.300118862
量刑标准,我国刑法对购买假币罪的处罚规定?,0.300647948
量刑标准,"间谍罪怎么判刑,法律的规定是什么",0.30083881
其它,围标串标罪的刑事责任,0.301434476
其它,吸收合并职工是否补偿,0.301934115
其它,缓刑期结束后怎么执行,0.30196733
特征,生产伪劣兽药罪构成?,0.302076529
量刑标准,非法制造爆炸物罪既遂有哪些惩罚?,0.30213609
其它,"被批捕后家属要签字吗,有哪些规定",0.302390518
量刑标准,冒昧问一下非法行医罪怎么处罚,0.303497899
量刑标准,构成诈骗罪怎么处罚?,0.303580997
量刑标准,冒昧问一下组织、领导、参加恐怖组织罪的量刑是什么,0.303915031
从属,您好丢失枪支不报罪是什么类型的罪名,0.304633342
法律条文,非法狩猎罪对应的法律依据有哪些,0.305711259
从属,您好接送不合格兵员罪属于哪种罪名,0.307080854
概念,您好能否介绍一下吸收客户资金不入账罪的意思,0.307375876
量刑标准,故意伤害罪处罚标准是如何规定的?,0.307391363
量刑标准,像微信群赌博，被抓紧去一般关多久,0.307407938
特征,"强奸罪该如何认定,具体规定有哪些",0.307564256
法律条文,单位行贿罪的立案标准是怎么样的?,0.308182971
从属,冒昧问一下资敌罪是哪种犯罪类型,0.308187098
其它,律师如何办理取保候审,0.308927182
法律条文,"诽谤他人要坐牢吗,法律怎么规定的",0.309338881
特征,私分国有资产罪构成要件具体是什么,0.309752026
量刑标准,欺骗他人吸毒罪量刑最新法律规定?,0.310064321
法律条文,你好，问一下商业贿赂立案最新标准,0.310660382
从属,请教一下放纵走私罪的一级罪名是,0.310821077
量刑标准,抢夺武器装备罪既遂法院会判多久?,0.311987016
其它,"小偷盗窃被打死谁担责,怎么规定的",0.312504714
量刑标准,销售劣药罪量刑标准是如何规定的?,0.312624297
量刑标准,15岁诈骗会怎么处理,0.313019216
其它,不知情的情况下帮人洗70万判多久,0.313593166
量刑标准,未成年持刀抢劫判多久,0.313940536
从属,问一下虚假诉讼罪是哪个类别的罪名,0.314204534
特征,问一下颠覆国家政权罪有什么特征,0.314584398
从属,你好擅自出卖、转让国有档案罪属于哪类罪名,0.314987261
其它,以什么为目的偷盗婴儿以绑架罪论处,0.315532723
其它,数罪并罚是分别量刑吗,0.315716282
量刑标准,冒昧问一下倒卖文物罪的刑期是多久,0.315889785
量刑标准,包庇罪既遂如何处罚?,0.31712575
量刑标准,持有假币罪如何判刑?,0.318215659
其它,我想了解一下私藏刀具放家里违法吗,0.318707438
量刑标准,赌博罪判处3年可以吗,0.319411667
其它,扫黑什么情况没收财产,0.31959337
量刑标准,第一次偷盗罪如何处置,0.320386661
其它,累犯判一年半能减刑吗,0.320662822
量刑标准,醉驾肇事能判多长时间,0.320794236
量刑标准,变造股票债券罪量刑最新法律规定?,0.32108512
量刑标准,对违法票据保证罪的刑法裁量规定?,0.321646663
其它,弟弟15岁纹身怎么办,0.321745957
量刑标准,中国对销售劣药罪既遂的判刑标准?,0.32195582
特征,战时临阵脱逃罪有什么特征,0.322167717
量刑标准,受贿罪判刑标准细分?,0.322340381
法律条文,非法拘禁几小时可立案,0.322476681
量刑标准,违规不披露重要信息罪有哪些惩罚?,0.32263668
特征,辩护人毁灭证据罪的犯罪构成界定?,0.322800152
量刑标准,"诈骗罪判多久?,法律上有哪些规定",0.322911748
其它,附加刑可以独立适用吗,0.323230035
特征,你好非法狩猎罪有什么特征,0.324288276
量刑标准,法院对伪造金融票证罪既遂怎样裁判,0.325103405
法律条文,偷盗罪立案标准是什么,0.325744551
量刑标准,非法储存危险物质罪既遂如何量刑?,0.326103477
量刑标准,醉驾致死法律如何处理,0.32612776
其它,故意伤害立案需要多久,0.326178295
量刑标准,一般生产伪劣兽药罪是怎么量刑的?,0.32636527
量刑标准,刑法对违法票据付款罪的判罪标准?,0.327403059
法律条文,传播性病罪对应的刑法条文有哪些,0.327655963
其它,强卖强卖问题。有人吗,0.328149641
量刑标准,购买假币罪量刑标准是如何规定的?,0.328374835
特征,共同贪污犯罪如何认定,0.328516724
量刑标准,构成非法持有弹药罪一般会怎么判?,0.328577152
法律条文,你好，麻烦问一下破坏集会、游行、示威罪有什么法条,0.329676605
特征,组织、领导、参加恐怖组织罪构成?,0.331349226
特征,您好诈骗罪的要件是什么,0.331527457
量刑标准,滥用管理公司职权罪既遂判刑规定?,0.331714753
其它,检察院缓刑建议有用吗,0.33191519
量刑标准,打扰问一下破坏生产经营罪的处罚是什么,0.332359972
其它,出借银行卡被法院提审,0.332581104
量刑标准,根据刑法规定变造货币罪会判多久?,0.33268923
量刑标准,窝藏毒赃罪既遂法院一般怎么判刑?,0.333746427
特征,抢劫罪的特征是什么,0.33376639
法律条文,故意伤害致人死亡的法律规定有哪些,0.334299042
从属,抢劫罪的上级罪名是什么,0.334903952
其它,醉驾初犯最轻怎么处罚,0.33561931
其它,无证驾驶醉驾要坐牢吗,0.335656753
特征,出具证明文件重大失实罪的要件是什么,0.335923149
量刑标准,您好生产、销售伪劣农药、兽药、化肥、种子罪的刑期是多久,0.336527975
其它,被判缓刑单位能查到吗,0.336735574
量刑标准,抢夺国家机关印章罪既遂量刑标准?,0.337098321
其它,刑事轻伤二级量刑标准,0.337318329
其它,累犯可以保外就医吗？,0.33934288
法律条文,问一下引诱未成年人聚众淫乱罪对应的法条有哪些,0.339464751
量刑标准,构成非法持有毒品罪既遂怎么判刑?,0.339993666
其它,"非法持冰毒多少克,具体规定有哪些",0.340630286
法律条文,你好违规披露、不披露重要信息罪有什么法条,0.341056137
其它,女人侵犯男人算强奸？,0.341854009
量刑标准,"第一次贩毒会判多少年,怎么规定的",0.342164696
概念,能否介绍一下虚报注册资本罪定义,0.342357239
概念,解释一下非法捕捞水产品罪介绍,0.343325976
其它,刑事诉讼法移交起诉的条件是怎样的,0.343395964
从属,请教一下非法出卖、转让武器装备罪是什么类型的罪名,0.343409235
量刑标准,"诽谤他人会判刑吗,具体规定有哪些",0.343441491
法律条文,请问非法持有、私藏枪支、弹药罪对应的刑法条文有哪些,0.343609543
量刑标准,"查出问题食品怎么判刑,有哪些规定",0.343893852
量刑标准,道路安全法对醉驾两次的处罚是什么,0.344302884
量刑标准,对非国家工作人员行贿罪怎么判刑?,0.344548176
其它,延长侦查羁押期限条件,0.344653509
量刑标准,您好侵犯通信自由罪受哪些处罚,0.344866942
其它,作伪证能不能判缓刑呢,0.344947653
其它,监外执行多久报到一次,0.344989396
法律条文,职务侵占4万元判刑吗,0.346160931
特征,伪造股票债券罪的成立条件是什么?,0.347013403
量刑标准,诉讼代理人伪造证据罪怎么处罚量刑,0.347528336
法律条文,刑法中关于环境污染罪的规定有什么,0.348261956
量刑标准,中国刑法变造股票债券罪怎么量刑?,0.34827546
其它,刑事自诉人必须到庭吗,0.349032158
量刑标准,决水罪既遂的最新判刑标准是什么?,0.349335039
法律条文,聚众斗殴未遂能立案吗,0.349488516
量刑标准,中国对私分国有资产罪的处罚标准?,0.349691055
法律条文,累犯过失犯罪的相关法律规定有哪些,0.349709895
量刑标准,二次醉酒驾驶怎么处罚,0.349729737
其它,监狱假释需要什么条件,0.349844048
量刑标准,买儿童罪量刑标准答案,0.349939905
其它,共同犯罪的要件有什么,0.350027017
法律条文,您好执行判决、裁定失职罪有什么法律依据,0.350043503
量刑标准,刑法对生产伪劣化肥罪的定罪标准?,0.350426231
量刑标准,职务侵占罪怎么量刑?,0.351090642
特征,你好窝藏、包庇罪的要件有哪些,0.351264641
量刑标准,构成销售公民个人信息罪怎么判刑?,0.351775263
从属,打扰问一下制作、复制、出版、贩卖、传播淫秽物品牟利罪属于哪类罪名,0.352148542
其它,寻衅滋事可以不判刑吗,0.352647015
量刑标准,冒昧问一下盗掘古人类化石、古脊椎动物化石罪怎么处罚,0.352680461
特征,请问强迫交易罪的特征是什么,0.352701783
量刑标准,非法拘禁罪的刑罚时间,0.35286173
其它,撤案需要报案人签字吗,0.353449057
特征,如何构成组织邪教组织致人重伤罪?,0.354741121
其它,犯非法制造抵扣税款发票罪严重吗?,0.355496372
特征,请问侮辱罪的“情况严重”如何认定,0.355498691
概念,你好，麻烦问一下能否介绍一下伪造、倒卖伪造的有价票证罪的概念是什么,0.355943567
量刑标准,毁灭国家机关印章罪既遂如何量刑?,0.356044995
特征,抗税罪构成要素?,0.356896591
量刑标准,醉驾撞死人怎样判赔偿,0.357338025
法律条文,冒昧问一下扰乱无线电通讯管理秩序罪对应的法条有哪些,0.357843948
概念,能否介绍一下有价证券诈骗罪的概念,0.358405443
其它,非法吸收公众存款罪判,0.358530158
特征,请教一下虚开增值税发票用于骗取出口退税、抵扣税款发票罪的四要件是什么,0.358557103
量刑标准,最新刑法挪用特定款物罪量刑标准?,0.358663911
法律条文,爆炸罪的相关法律规定是什么,0.358685498
量刑标准,中国对销售伪劣农药罪的判刑标准?,0.358963724
量刑标准,"初次醉酒驾驶怎么处罚,怎么规定的",0.359358987
其它,非法集资业务员拉拢客户1700万,0.35936669
其它,网上诈骗怎么网上报警,0.359859692
其它,犯罪嫌疑人死亡怎么办,0.359913066
特征,满足什么要求会构成侵犯通信自由罪,0.360421625
特征,侵犯公民个人信息罪具体构成要件?,0.360668047
量刑标准,"制售假冒伪劣如何处罚,怎么规定的",0.361513606
其它,犯买卖国家机关印章罪既遂严重吗?,0.361564579
概念,解释解释介绍贿赂罪是啥？,0.361610454
法律条文,虚开发票罪立案标准?,0.362329897
量刑标准,构成引诱他人吸毒罪既遂怎么量刑?,0.362453428
量刑标准,犯间谍罪情节较轻的处几年有期徒刑,0.362821316
其它,借记卡转帐，会判刑吗,0.363618273
法律条文,故意泄露军事秘密罪有哪些刑法条文,0.364395606
量刑标准,"收赃罪怎样判刑,法律是如何规定的",0.364649029
其它,"敲诈勒索如何才算既遂,有哪些规定",0.36534581
从属,请教一下过失损坏武器装备、军事设施、军事通信罪是哪个类别的罪名,0.365701179
从属,请问妨害国境卫生检疫罪是什么类型的罪名,0.366456175
特征,请教一下组织、利用会道门、邪教组织、利用迷信破坏法律实施罪有哪些特征,0.366568118
其它,连续犯多次抢劫的认定,0.367289666
其它,被一款app平台诈骗,0.367672724
特征,问一下过失损坏易燃易爆设备罪有哪些特征,0.36828938
法律条文,你好，我想问一下诈骗罪的立案标准,0.368657233
特征,"诈骗罪构成要件?,法律怎么规定的",0.368771624
量刑标准,涉嫌非法营运怎样处罚,0.369131706
量刑标准,包庇罪既遂的最新量刑标准是什么?,0.369165385
量刑标准,执行判决、裁定失职罪一般判几年?,0.369674121
法律条文,广州诈骗金额立案标准,0.369696838
特征,您好销售侵权复制品罪如何认定,0.369837493
量刑标准,最新刑法故意毁坏财物罪量刑标准?,0.369968699
其它,组织嫖娼卖淫有啥罪行,0.370775224
量刑标准,利用迷信破坏法律实施罪怎么量刑?,0.371331222
其它,个人信息被盗用怎么办,0.371452941
其它,小偷盗窃被打死谁担责,0.371496436
量刑标准,车祸无意致死如何判刑,0.37179392
其它,"故意犯罪的形态有哪些,有哪些规定",0.37185254
其它,帮人转账拿佣金判多久,0.372542617
其它,还没判刑的可以探视吗,0.372555445
其它,无犯罪记录怎么查询？,0.372762638
其它,有行拘记录可以缓刑吗,0.372799767
其它,什么时候可以适用缓刑,0.372896678
量刑标准,非法私藏枪支罪既遂法院怎么量刑?,0.37499644
量刑标准,保险诈骗罪判刑标准是如何规定的?,0.375100126
量刑标准,构成非法提供精神药品罪怎么判刑?,0.375133282
法律条文,您好赌博罪对应的法律依据有哪些,0.375181235
量刑标准,犯了销售有毒食品罪既遂怎么判刑?,0.375273587
概念,冒昧问一下能否介绍一下资助危害国家安全犯罪活动罪的概念,0.375855509
量刑标准,构成变造股票债券罪既遂怎么处罚?,0.376668636
其它,没有刑事立案能否判刑,0.377566412
量刑标准,刑法对内幕交易罪既遂的处罚规定?,0.377638628
法律条文,请问一下盗窃罪达到多少钱才能立案,0.377937315
其它,"帮人转账拿佣金判多久,怎么规定的",0.37797335
其它,诈骗罪什么时候请律师,0.37929101
量刑标准,您好，我问一下抢劫罪最低判多少年,0.379837089
量刑标准,聚众扰乱军事管理区秩序罪的量刑标准是什么,0.380321724
量刑标准,"抢劫要判几年刑,法律是如何规定的",0.380458279
量刑标准,法院对虚假诉讼罪既遂的裁量标准?,0.380618312
量刑标准,对贪污罪是怎样处罚的,0.380631301
其它,交通肇事致死怎么处理,0.380770956
量刑标准,盗窃超市物品如何定罪,0.381345879
量刑标准,交通肇事罪既遂的处罚标准是什么?,0.381425991
量刑标准,中国对伪造企业债券罪的处罚标准?,0.382135237
量刑标准,"犯洗钱罪如何处罚,法律怎么规定的",0.382194932
其它,倾倒化工污水怎么量刑,0.382282759
法律条文,打扰问一下私分罚没财物罪有什么法律依据,0.382329292
法律条文,冒昧问一下妨害清算罪的法条是什么,0.382793663
量刑标准,故意杀人未遂坐几年牢,0.382822572
量刑标准,走私国家保护珍贵动物罪量刑幅度?,0.382842447
特征,问一下非法出售用于骗取出口退税、抵扣税款发票罪的特征是什么,0.383153908
量刑标准,挪用特定款物罪既遂最多判多少年?,0.383186299
特征,非法提供麻醉药品罪是如何构成的?,0.383899665
其它,"共同犯罪是包括两人吗,有哪些规定",0.384763804
量刑标准,倒卖武器装备罪既遂最多判多少年?,0.385983355
其它,犯罪中止是犯罪未遂吗,0.386055524
量刑标准,醉驾的处罚标准是什么,0.386283094
概念,冒昧问一下解释一下走私贵重金属罪定义,0.387199007
法律条文,您好私放俘虏罪的刑法条文是什么,0.387935613
其它,死刑复核没通过怎么办,0.388042102
量刑标准,使用假币罪量刑标准是如何规定的?,0.388161991
量刑标准,非法私藏枪支罪既遂具体量刑标准?,0.388459165
量刑标准,虚开抵扣税款发票罪怎么处罚量刑?,0.389586583
其它,我前段时间被电信诈骗,0.389965507
特征,窝藏、包庇罪的构成要件包括哪些?,0.390529828
其它,刑事案件伤残鉴定流程,0.390551946
量刑标准,"抢夺罪如何处罚,法律的规定是什么",0.390709701
概念,打扰问一下想了解票据诈骗罪有什么定义？,0.391836437
量刑标准,出售、购买、运输假币罪怎么判刑?,0.392218037
量刑标准,过失损坏电力设备罪既遂处罚规定?,0.392834523
量刑标准,"扒窃三千七百如何量刑,怎么规定的",0.393172163
量刑标准,法院对骗取贷款罪量刑的具体标准?,0.393381281
量刑标准,拿刀故意伤人怎么判刑,0.393747532
其它,根据我国法律的规定贩卖柴油犯法吗,0.394020737
量刑标准,虚假出资罪判刑标准?,0.394617451
法律条文,请问侵犯商业秘密罪有哪些法律依据,0.394850237
量刑标准,中国刑法逃避商检罪既遂怎么量刑?,0.396005749
其它,咋骗17万，赃款退还,0.396015234
量刑标准,金融诈骗金额量刑标准,0.396186251
特征,"要如何构成交通肇事罪,怎么规定的",0.396264932
法律条文,"聚众斗殴逃跑的怎么办,有哪些规定",0.39657264
量刑标准,醉驾撞人逃逸怎么处罚,0.396965943
其它,申请保释的有什么条件,0.397061963
特征,猥亵儿童罪有什么特征,0.397475943
量刑标准,抢夺国家机关证件罪会判多长时间?,0.397707336
其它,诈骗罪怎么确定受害人,0.398006331
量刑标准,销售侵权复制品罪既遂怎样定罪处罚,0.398562379
特征,非法运输野生动物罪的构成四要素?,0.399109634
量刑标准,你好，麻烦问一下破坏军婚罪的量刑是什么,0.399790428
其它,刑事罚金不交会怎么样,0.399888239
量刑标准,"生产劣药罪判刑规定?,怎么规定的",0.400676382
特征,破坏生产经营罪需要哪些犯罪构成?,0.401211248
其它,醉驾和酒驾有哪些区别,0.402065659
法律条文,打扰问一下骗购外汇罪有什么法律条文,0.402319217
概念,能否介绍一下故意提供不合格武器装备、军事设施罪的概念是什么,0.40249823
特征,"虚开发票罪的构成要件,怎么规定的",0.40324001
特征,怎样构成非法处置进口的固体废物罪,0.403319932
特征,非法吸收公众存款罪构成要件是什么,0.403333436
量刑标准,你好执行判决、裁定滥用职权罪怎么处罚,0.403560885
法律条文,"偷盗多少钱构成盗窃罪,怎么规定的",0.403804559
概念,被打了要赔偿算诈骗吗,0.404152883
量刑标准,我国刑法对走私废物罪的处罚规定?,0.404309864
法律条文,虚开增值税专用发票罪的刑事责任?,0.405160889
量刑标准,刑法对煽动分裂国家罪的定罪标准?,0.405184991
从属,你好，麻烦问一下虚假广告罪是哪种类型的罪名,0.405328311
法律条文,打扰问一下非法出卖、转让武器装备罪有哪些法条,0.405331562
概念,你好，问一下转化型抢劫是什么意思,0.405449761
其它,判决前转移财产违法吗,0.405617363
法律条文,你好徇私舞弊发售发票、抵扣税款、出口退税罪的刑法条文是什么,0.406195678
其它,教唆未遂是否能够定罪,0.407064158
量刑标准,擅自发行股票债券罪既遂如何判刑?,0.407470561
特征,打扰问一下非法低价出让国有土地使用权罪的构成要件有哪些,0.407599329
其它,被抓已经过24小时了,0.407607936
法律条文,冒昧问一下非法制造、买卖、运输、储存危险物质罪有哪些法律依据,0.407996314
量刑标准,你好请问盗窃1万多元一般会判几年,0.408003891
法律条文,巨额财产来源不明罪最新立案标准?,0.408181156
量刑标准,非法生产、买卖警用装备罪判几年?,0.408219088
其它,哪些情形免于刑事处罚,0.408389548
法律条文,湖北襄阳盗窃立案标准,0.408985723
概念,冒昧问一下如何理解抗税罪的概念,0.409143464
其它,犯罪中止还需要坐牢吗,0.410181199
量刑标准,新刑法对窝藏、包庇罪的处罚标准?,0.411284271
量刑标准,我国刑法对销售劣药罪的量刑规定?,0.411786631
法律条文,请教一下金融工作人员购买假币、以假币换取货币罪有什么法律条文,0.411853417
法律条文,在刑事诉讼法中有关注侵犯罪的规定,0.411973231
量刑标准,洗黑钱一千万会判几年,0.413680478
量刑标准,网络诈骗公司进行诈骗应该怎么处罚,0.41384901
量刑标准,不报、谎报安全事故罪有哪些惩罚?,0.413903587
特征,串通投标罪的犯罪主体是怎么规定的,0.414322278
其它,被骗400可以立案么,0.414338577
其它,波克捕鱼坑了我6万多,0.414385383
量刑标准,挪用公司公款4万元会面临怎样处罚,0.415000443
其它,拥聊天软件赚钱犯法吗,0.415346113
其它,防卫过当可不可以免责,0.416222295
量刑标准,构成非法持有毒品罪一般会怎么判?,0.416480644
其它,抖音直播间开翡翠被骗,0.41669064
特征,"怎样构成诈骗罪,法律的规定是什么",0.416961525
